username,isaPerson,userLocation,jobArea,screenName
@rma_rimaaaaa,person,kalimantan,sosial kemasyarakatan,rma_rimaaaaa
@bebanorangttua,person,kalimantan,hobi,bebanorangttua
@edyporwanto02,person,kalimantan,hobi,edyporwanto02
@Instakalsel,nonperson,kalimantan,hospitality & tourism,Instakalsel
@orizanoor,person,kalimantan,hobi,orizanoor
@Swamat28,person,kalimantan,hobi,Swamat28
@FatihatulNor,person,kalimantan,hobi,FatihatulNor
@IdangYuhana,person,kalimantan,hobi,IdangYuhana
@AsyikinIda,person,kalimantan,hobi,AsyikinIda
@aragens,person,kalimantan,sosial kemasyarakatan,aragens
@dinkesbali,nonperson,bali dan nusa tenggara,kesehatan,dinkesbali
@PHOENIX91FM,nonperson,bali dan nusa tenggara,hiburan,PHOENIX91FM
@acara_bali,nonperson,bali dan nusa tenggara,hiburan,acara_bali
@aryasinga19,person,bali dan nusa tenggara,hobi,aryasinga19
@ZakyZakOriginal,person,bali dan nusa tenggara,hobi,ZakyZakOriginal
@KemaliciousBali,nonperson,bali dan nusa tenggara,hiburan,KemaliciousBali
@trijayanti93,person,bali dan nusa tenggara,seni,trijayanti93
@latiefpingsan,person,bali dan nusa tenggara,seni,latiefpingsan
@YoginotYahooeys,person,bali dan nusa tenggara,hiburan,YoginotYahooeys
@belloarda,person,bali dan nusa tenggara,seni,belloarda
@Bimantara25,person,bali dan nusa tenggara,olahraga,Bimantara25
@mahananda_,person,bali dan nusa tenggara,hobi,mahananda_
@alodokter,nonperson,jabodetabek,kesehatan,alodokter
@dokter_prima,person,jabodetabek,kesehatan,dokter_prima
@dr_ardi,person,jawa tengah dan yogyakarta,kesehatan,dr_ardi
@drtiwi,person,jabodetabek,kesehatan,drtiwi
@linisehat,nonperson,jabodetabek,kesehatan,linisehat
@rsugm,nonperson,jawa tengah dan yogyakarta,kesehatan,rsugm
@rsudmargono,nonperson,jawa tengah dan yogyakarta,kesehatan,rsudmargono
@Rs_Tugurejo,nonperson,jawa tengah dan yogyakarta,kesehatan,Rs_Tugurejo
@DokterHafid,person,jawa timur,kesehatan,DokterHafid
@dokterandre,person,jabodetabek,kesehatan,dokterandre
@BaruRsud,nonperson,jabodetabek,kesehatan,BaruRsud
@AsiAfricaMuseum,nonperson,jawa barat dan banten,seni,AsiAfricaMuseum
@duta_mustekstil,nonperson,jabodetabek,seni,duta_mustekstil
@museumceria,nonperson,jabodetabek,seni,museumceria
@MuseumBI,nonperson,jabodetabek,seni,MuseumBI
@AsmatTMII,nonperson,jabodetabek,seni,AsmatTMII
@museum_mandiri,nonperson,jabodetabek,seni,museum_mandiri
@geomuzee,nonperson,jawa barat dan banten,seni,geomuzee
@MuseumKorupsi,nonperson,jabodetabek,seni,MuseumKorupsi
@GaleriKesehatan,nonperson,jabodetabek,kesehatan,GaleriKesehatan
@GaleriKecil,nonperson,jabodetabek,seni,GaleriKecil
@pauddikmassumut,nonperson,sumatera,pendidikan dan penelitian,pauddikmassumut
@balaibahasa_su,nonperson,sumatera,pendidikan dan penelitian,balaibahasa_su
@BalaiBhs_Sumbar,nonperson,sumatera,pendidikan dan penelitian,BalaiBhs_Sumbar
@Bahasa_Sultra,nonperson,sumatera,pendidikan dan penelitian,Bahasa_Sultra
@LPMP_Sulbar,nonperson,sumatera,pendidikan dan penelitian,LPMP_Sulbar
@lpmp_malut,nonperson,maluku dan papua,pendidikan dan penelitian,lpmp_malut
@KantorBahasaLpg,nonperson,sumatera,pendidikan dan penelitian,KantorBahasaLpg
@paudikmasultra,nonperson,sulawesi,pendidikan dan penelitian,paudikmasultra
@BBSulsel,nonperson,sulawesi,pendidikan dan penelitian,BBSulsel
@LPMP_KepBabel,nonperson,sumatera,pendidikan dan penelitian,LPMP_KepBabel
@lpmpbanten,nonperson,jawa barat dan banten,pendidikan dan penelitian,lpmpbanten
@lpmpkepri,nonperson,maluku dan papua,pendidikan dan penelitian,lpmpkepri
@InfoGOBJM,nonperson,kalimantan,pendidikan dan penelitian,InfoGOBJM
@GoBatuMlg,nonperson,jawa timur,pendidikan dan penelitian,GoBatuMlg
@GaneshaOperati5,nonperson,jabodetabek,pendidikan dan penelitian,GaneshaOperati5
@SB_SUMSEL,nonperson,sumatera,hobi,SB_SUMSEL
@PSG_KalTIm,nonperson,kalimantan,olahraga,PSG_KalTIm
@_atikamutiara,1,,sosial kemasyarakatan,_atikamutiara
@Czachrie,1,,hiburan,Czachrie
@_Dhiaa,1,,,_Dhiaa
@veJKT48,1,,hiburan,veJKT48
@Cathysharon88,1,,hiburan,Cathysharon88
@Ditmar_Hdi,1,,hiburan,Ditmar_Hdi
@delimaJKT48,1,,hiburan,delimaJKT48
@DwiAndhikaTweet,1,,hiburan,DwiAndhikaTweet
@ChandKelvin,1,,hiburan,ChandKelvin
@irfanhakim,1,jabodetabek,hiburan,irfanhakim
@KarthykaPutri,1,,hiburan,KarthykaPutri
@1vanIndrakusuma,1,jawa timur,,1vanIndrakusuma
@bernadetttt,1,,olahraga,bernadetttt
@AkiTakajoJKT48,1,,hiburan,AkiTakajoJKT48
@adl_arif,1,,hiburan,adl_arif
@adesuryakbar,1,,hiburan,adesuryakbar
@Andika_dTT,1,,hiburan,Andika_dTT
@andrea_dian_ind,1,,hiburan,andrea_dian_ind
@andjrot,1,,hiburan,andjrot
@achanJKT48,1,,hiburan,achanJKT48
@GigiChiBi,1,,hiburan,GigiChiBi
@ChantiqSg,1,,hiburan,ChantiqSg
@CherlyChiBi,1,,hiburan,CherlyChiBi
@HeyItsChrissie,1,,hiburan,HeyItsChrissie
@christiejulia,1,,hiburan,christiejulia
@cleopatra_CMI,1,,hiburan,cleopatra_CMI
@CynthiaINA,1,,hiburan,CynthiaINA
@debbyayumi,1,,hiburan,debbyayumi
@kinalJKT48,1,,hiburan,kinalJKT48
@diasta99,1,,hiburan,diasta99
@Dimasgabra1310,1,,hiburan,Dimasgabra1310
@kikidmasiv,1,,hiburan,kikidmasiv
@ElyziaMulachela,1,,hiburan,ElyziaMulachela
@Febriannindyo,1,,hiburan,Febriannindyo
@Wohangara_GC,1,,hiburan,Wohangara_GC
@gistaputri,1,,hiburan,gistaputri
@in_tanayu,1,,hiburan,in_tanayu
@IwanPiliang,1,,sains dan teknologi,IwanPiliang
@jryintveld,1,,hiburan,jryintveld
@juwitabahar11,1,,hiburan,juwitabahar11
@keth_agustine,1,,hiburan,keth_agustine
@KikanNamara,1,,hiburan,KikanNamara
@kazhari,1,,hiburan,kazhari
@krisanjarha,1,,hiburan,krisanjarha
@Lea_boruniraja,1,,hiburan,Lea_boruniraja
@lia3macan,1,,hiburan,lia3macan
@lucky_oktav,1,,,lucky_oktav
@Marceldewi,1,,hiburan,Marceldewi
@iyo13,1,,hiburan,iyo13
@marissajeffryna,1,,hiburan,marissajeffryna
@Melly_Mono,1,,hiburan,Melly_Mono
@meichanmunos,1,,hiburan,meichanmunos
@mikelucock,1,,hiburan,mikelucock
@qibs,1,,hiburan,qibs
@Ustadz_Maulana1,1,,,Ustadz_Maulana1
@AbangNarjiCagur,1,,hiburan,AbangNarjiCagur
@NasyaMarcella,1,,hiburan,NasyaMarcella
@Putri_Violla,1,,hiburan,Putri_Violla
@RevandNarya,1,,hiburan,RevandNarya
@dhikeJKT48,1,,hiburan,dhikeJKT48
@Hallucionist,1,,seni,Hallucionist
@ryandelons,1,,hiburan,ryandelons
@saipul_jamil,1,,hiburan,saipul_jamil
@sakurtahg,1,,hiburan,sakurtahg
@Sam_Bimbo,1,,hiburan,Sam_Bimbo
@therealsaphira,1,,hiburan,therealsaphira
@WendaTan29,1,,hiburan,WendaTan29
@SheilaMirano,1,,hiburan,SheilaMirano
@shezaidris,1,,hiburan,shezaidris
@ageshpalmer,1,,hiburan,ageshpalmer
@SarahHadju,1,,hiburan,SarahHadju
@Ahyar03,1,,hiburan,Ahyar03
@tmasduki,1,,sosial kemasyarakatan,tmasduki
@UutPermatasari,1,,hiburan,UutPermatasari
@vokevictoria,1,,hiburan,vokevictoria
@whypiadji,1,,hiburan,whypiadji
@WCIndonesia,1,,hiburan,WCIndonesia
@Rezky_fjsi,1,,hiburan,Rezky_fjsi
@Aurelie_Moe,1,,hiburan,Aurelie_Moe
@cynthiaralona,1,,hiburan,cynthiaralona
@ghaidaJKT48,1,,hiburan,ghaidaJKT48
@jcvanJKT48,1,,hiburan,jcvanJKT48
@tinatoon93,1,,hiburan,tinatoon93
@ajkamaratih,1,,hiburan,ajkamaratih
@barathecook,1,,,barathecook
@Cindvia_JKT48,1,,hiburan,Cindvia_JKT48
@Rinadiana892,1,,hiburan,Rinadiana892
@GitaVirga,1,,hiburan,GitaVirga
@taniarizky18,1,,hiburan,taniarizky18
@irgancmahfiz,1,,sosial kemasyarakatan,irgancmahfiz
@miQpapua,1,,hiburan,miQpapua
@hanna_jkt48,1,,hiburan,hanna_jkt48
@akyuekaa,1,bali dan nusa tenggara,,akyuekaa
@ErniAladjai,1,,seni,ErniAladjai
@M_ChikitaJKT48,1,,hiburan,M_ChikitaJKT48
@fayenicole_,1,,hiburan,fayenicole_
@Rachel_JKT48,1,,hiburan,Rachel_JKT48
@rheinaipeh,1,,hiburan,rheinaipeh
@NikitaMirzani,1,,hiburan,NikitaMirzani
@SetoMulyadi,1,,kesehatan,SetoMulyadi
@CeliaThomass,1,,hiburan,CeliaThomass
@Novinta_JKT48,1,,hiburan,Novinta_JKT48
@levi_thefly,1,,hiburan,levi_thefly
@ParvezGhomann,1,,,ParvezGhomann
@AdzanaBS,1,,hiburan,AdzanaBS
@Viny_JKT48,1,,hiburan,Viny_JKT48
@Ikha_JKT48,1,,hiburan,Ikha_JKT48
@Sinka_JKT48,1,,hiburan,Sinka_JKT48
@UTYSHAIM0ERY,1,,hiburan,UTYSHAIM0ERY
@vitta_brz,1,,hiburan,vitta_brz
@yona_jkt48,1,,hiburan,yona_jkt48
@IWELpost,1,,hiburan,IWELpost
@zakyzimah,1,,hiburan,zakyzimah
@Amandayanti_,1,,hiburan,Amandayanti_
@Bryandomani__BD,1,,hiburan,Bryandomani__BD
@amalina_sha3,1,jawa tengah dan yogyakarta,pendidikan dan penelitian,amalina_sha3
@DallasPratama,1,,hiburan,DallasPratama
@Teens_Kikies,1,,hiburan,Teens_Kikies
@ameethyst_,1,,,ameethyst_
@Teens_Livia,1,,hiburan,Teens_Livia
@Teens_Rika,1,,,Teens_Rika
@anantarizki,1,,hiburan,anantarizki
@Teens_Fannie,1,,,Teens_Fannie
@ahsanbad09,1,,olahraga,ahsanbad09
@Fileski_,1,,hiburan,Fileski_
@AliffAlli_Chow,1,,hiburan,AliffAlli_Chow
@zahwaqilh,1,,hiburan,zahwaqilh
@Real_TissaBiani,1,,hiburan,Real_TissaBiani
@cereliaraissa,1,,hiburan,cereliaraissa
@errin_gracesita,1,,hiburan,errin_gracesita
@Indri_Giana,1,,hiburan,Indri_Giana
@iceuwong84,1,,hiburan,iceuwong84
@Marshaaurelia_,1,,hiburan,Marshaaurelia_
@MayNuriza,1,,hiburan,MayNuriza
@RReyna99,1,,hiburan,RReyna99
@shrnsahertian,1,,hiburan,shrnsahertian
@solenasulin,1,,hiburan,solenasulin
@saragihsonny99,1,,hiburan,saragihsonny99
@steffizmr15,1,,hiburan,steffizmr15
@syifaasavr,1,,hiburan,syifaasavr
@TRP_Rassya,1,,hiburan,TRP_Rassya
@musiktulus|tulusm,1,,hiburan,musiktulus|tulusm
@adzwaAurell_,1,,hiburan,adzwaAurell_
@Teens_Shieren,1,,,Teens_Shieren
@Teens_Yoriko|yolikoangeline,1,,hiburan,Teens_Yoriko|yolikoangeline
@fionafachru_,1,,hiburan,fionafachru_
@NadineA_Dewi,1,,hiburan,NadineA_Dewi
@Teens_Yori,1,,hiburan,Teens_Yori
@LarasHati_SG,1,,hiburan,LarasHati_SG
@rakahutchison_,1,,hiburan,rakahutchison_
@DebbyshintaLova,1,,hiburan,DebbyshintaLova
@Uus__,1,,hiburan,Uus__
@michaelmohede,1,,hiburan,michaelmohede
@via_JKT48,1,,hiburan,via_JKT48
@Elisabeth_JKT48,1,,hiburan,Elisabeth_JKT48
@garagarakyla,1,,hiburan,garagarakyla
@sendyjkt48,1,,hiburan,sendyjkt48
@patrickeffend,1,,hiburan,patrickeffend
@HakimChristine,1,,hiburan,HakimChristine
@Jihane_chedid,1,,hiburan,Jihane_chedid
@ayushitaaa,1,,hiburan,ayushitaaa
@samsul9arif,1,,olahraga,samsul9arif
@putriayuNEW,1,,hiburan,putriayuNEW
@krisna24_bayu,1,,olahraga,krisna24_bayu
@alfa_dien,1,,hiburan,alfa_dien
@kddevie,1,,hiburan,kddevie
@Anyadwinov,1,jabodetabek,hiburan,Anyadwinov
@arieltatum,1,,hiburan,arieltatum
@BenjoshLover_r,1,,hiburan,BenjoshLover_r
@iis_dahlia,1,,hiburan,iis_dahlia
@shendytok,1,,olahraga,shendytok
@TitiRajoBintang,1,,hiburan,TitiRajoBintang
@septriasa_acha,1,,hiburan,septriasa_acha
@giulioken_,1,,hiburan,giulioken_
@yunishara03,1,,hiburan,yunishara03
@ryanoris5991,1,,hiburan,ryanoris5991
@Fedro_DP,1,,hiburan,Fedro_DP
@Angeelkaramooy,1,,hiburan,Angeelkaramooy
@clifftonrompies,1,,hiburan,clifftonrompies
@DonnieADA,1,,hiburan,DonnieADA
@ninokayam,1,,hiburan,ninokayam
@MarcellSiahaans,1,,hiburan,MarcellSiahaans
@dyrga_voc,1,,hiburan,dyrga_voc
@OlgaSyahputra82,1,,hiburan,OlgaSyahputra82
@spitonself,1,,hiburan,spitonself
@joleneemarie,1,,olahraga,joleneemarie
@melodyjkt48,1,,hiburan,melodyjkt48
@NovitaDewiXF,1,,hiburan,NovitaDewiXF
@rinisoemarnoid,1,,sosial kemasyarakatan,rinisoemarnoid
@jemmy_wiratama,1,,pendidikan dan penelitian,jemmy_wiratama
@A_YoriJKT48,1,,hiburan,A_YoriJKT48
@RafidTS50,1,,olahraga,RafidTS50
@itsmeasmirandah,1,,hiburan,itsmeasmirandah
@gelaelised,1,,olahraga,gelaelised
@VinoGBastian__,1,,hiburan,VinoGBastian__
@N_TasyaJKT48,1,,hiburan,N_TasyaJKT48
@AstroAlfa,1,,hiburan,AstroAlfa
@R_IndyJKT48,1,,hiburan,R_IndyJKT48
@M_UmeJKT48,1,,hiburan,M_UmeJKT48
@G_ShalzaJKT48,1,,hiburan,G_ShalzaJKT48
@A_AlmaJKT48,1,,hiburan,A_AlmaJKT48
@N_RatuJKT48,1,,hiburan,N_RatuJKT48
@praveenjord,1,,olahraga,praveenjord
@K_FebiJKT48,1,,hiburan,K_FebiJKT48
@aryafathur,1,,,aryafathur
@asadullahghozi,1,sumatera,,asadullahghozi
@ffffuuuqqqcckc,1,,,ffffuuuqqqcckc
@RaldyKandou,1,,,RaldyKandou
@andreassenjaya,1,,,andreassenjaya
@ayutingting_ID,1,,,ayutingting_ID
@caninggg,1,,,caninggg
@danielcahyd,1,,,danielcahyd
@FakeClown_,1,,,FakeClown_
@gilangkurniaji,1,,,gilangkurniaji
@hmskaban,1,,,hmskaban
@OfficialDzaki16,1,,,OfficialDzaki16
@richa vithayanthi,1,,,richa vithayanthi
@wisat,1,,,wisat
@3TataChiBi,1,,hiburan,3TataChiBi
@_adiyatma_,1,,,_adiyatma_
@_usamahn,1,jawa barat dan banten,pendidikan dan penelitian,_usamahn
@A_Suparmanto,1,,sosial kemasyarakatan,A_Suparmanto
@aabccd021,1,,,aabccd021
@aalesh_,1,,,aalesh_
@aanatoliaf,1,,,aanatoliaf
@aankiyut,1,,,aankiyut
@aawdee_uwais,1,,hiburan,aawdee_uwais
@abdarfan92,1,,,abdarfan92
@adalberht,1,,,adalberht
@adefitrasetiya1,1,,,adefitrasetiya1
@adeliaut,1,,,adeliaut
@adetyaprasetyo,1,,sains dan teknologi,adetyaprasetyo
@adyaksaaaa,1,,,adyaksaaaa
@AdyKarta,1,,,AdyKarta
@Adzana BS,1,,sains dan teknologi,Adzana BS
@adzkiakia_,1,,,adzkiakia_
@afgansyah_reza,1,,hiburan,afgansyah_reza
@agnes_krisanty,1,,ekonomi dan bisnis,agnes_krisanty
@ahsetiaki,1,,,ahsetiaki
@ajrinnnnnn,1,,,ajrinnnnnn
@akhmadiponegoro,1,,,akhmadiponegoro
@akinanism,1,,hiburan,akinanism
@akoehsyabil,1,,,akoehsyabil
@AldiNFitrah1,1,,,AldiNFitrah1
@aldiyusron,1,jabodetabek,sains dan teknologi,aldiyusron
@alfyanc_,1,,pendidikan dan penelitian,alfyanc_
@alikaasn,1,,,alikaasn
@almonnddd_,1,,,almonnddd_
@Alodiakly,1,,,Alodiakly
@altariqh,1,,,altariqh
@alvino_8,1,,,alvino_8
@alvinwardh,1,jabodetabek,sains dan teknologi,alvinwardh
@amandavaharani,1,,,amandavaharani
@ameliaaayps19,1,,,ameliaaayps19
@anaf_ola,1,,,anaf_ola
@anandarfm,1,,,anandarfm
@andreaschrstian,1,,,andreaschrstian
@andrianpoetr,1,,,andrianpoetr
@angelina_condro,1,,,angelina_condro
@aninmaharanie,1,,ekonomi dan bisnis,aninmaharanie
@annsrchmh,1,,,annsrchmh
@apalapuciah,1,,,apalapuciah
@aradhanaraditya,1,,,aradhanaraditya
@ardhanarifkid,1,,,ardhanarifkid
@arifahmdd,1,,,arifahmdd
@arioriow,1,,sains dan teknologi,arioriow
@arkansasfa,1,,,arkansasfa
@arnoldyesontha,1,,hiburan,arnoldyesontha
@arsyadanyrobby,1,,,arsyadanyrobby
@artha_amalia,1,,hiburan,artha_amalia
@arvinrdty,1,,,arvinrdty
@asafairuz,1,jawa barat dan banten,seni,asafairuz
@asequences,1,,,asequences
@asriinna94,1,,ekonomi dan bisnis,asriinna94
@astidwiyana,1,,sosial kemasyarakatan,astidwiyana
@Astridiacit,1,,,Astridiacit
@athayazhr,1,,,athayazhr
@ATHRS,1,,,ATHRS
@Ayen_JKT48,1,,hiburan,Ayen_JKT48
@aysdf,1,,sains dan teknologi,aysdf
@ayshzkh,1,jabodetabek,sains dan teknologi,ayshzkh
@Azady_Bayu,1,jabodetabek,sains dan teknologi,Azady_Bayu
@azkali20,1,,sosial kemasyarakatan,azkali20
@babby_muffin,1,,,babby_muffin
@bahyhelmihp,1,,,bahyhelmihp
@bbima4,1,,,bbima4
@bebyJKT48,1,,sains dan teknologi,bebyJKT48
@bellahoho,1,,,bellahoho
@BellaNadhifah,1,jabodetabek,,BellaNadhifah
@Bellaudyaa,1,,hiburan,Bellaudyaa
@benitho_as,1,,,benitho_as
@berriescent,1,,,berriescent
@bertodaulat,1,,sosial kemasyarakatan,bertodaulat
@bleacheed,1,,,bleacheed
@Bramantio_Aji,1,,,Bramantio_Aji
@brianitarianaa,1,,,brianitarianaa
@brianyudiva,1,,,brianyudiva
@bukuhariansayaa,1,,,bukuhariansayaa
@bwtbcd,1,,,bwtbcd
@calonSKomAmin,1,,,calonSKomAmin
@cantiqnanimoet,1,,,cantiqnanimoet
@carrisateh,1,,,carrisateh
@cashbackgopay,1,,,cashbackgopay
@catchlesa,1,,,catchlesa
@cawansuci0801,1,,,cawansuci0801
@chachazzhr,1,,,chachazzhr
@ChaFrederica,1,,hiburan,ChaFrederica
@chyntiadeli,1,,,chyntiadeli
@ciporridge,1,,,ciporridge
@CKanaya,1,,,CKanaya
@clarissaaputric,1,,,clarissaaputric
@coreofthecore_,1,,hiburan,coreofthecore_
@dafanalfarisi,1,,,dafanalfarisi
@damarwardoy,1,,,damarwardoy
@daratangguh,1,,,daratangguh
@darilnb,1,,,darilnb
@dawalangadi,1,,,dawalangadi
@deanalmira,1,,,deanalmira
@DeboraYunie,1,,,DeboraYunie
@deniot,1,,,deniot
@dewojuniarto,1,,,dewojuniarto
@dexrojes27,1,,,dexrojes27
@dfitriiii,1,,,dfitriiii
@dhitaokta_,1,,,dhitaokta_
@dhiyey,1,,,dhiyey
@diandrra_,1,,,diandrra_
@dinarstyrn,1,,,dinarstyrn
@dinoshaur,1,,,dinoshaur
@dioclaudio18,1,sumatera,sains dan teknologi,dioclaudio18
@dita_moechtar,1,,sosial kemasyarakatan,dita_moechtar
@ditungguinugm,1,,,ditungguinugm
@divvuw,1,,hiburan,divvuw
@dixiefelina,1,,,dixiefelina
@djeongfuk,1,,,djeongfuk
@dmqputri,1,,,dmqputri
@DouglasRaevan,1,,,DouglasRaevan
@drawanorange,1,,hiburan,drawanorange
@fahdikrie,1,,,fahdikrie
@Fairuzi101,1,,,Fairuzi101
@Faisarama,1,,,Faisarama
@faizsd,1,,,faizsd
@fajaradims,1,,,fajaradims
@fajridayu,1,,,fajridayu
@Falahdinaprilia,1,,,Falahdinaprilia
@farahndr,1,,,farahndr
@dheabarus123,1,,,dheabarus123
@farhus_na,1,,,farhus_na
@farizfhp,1,,,farizfhp
@Fathur888,1,,,Fathur888
@fathuurr_,1,,,fathuurr_
@fatismw,1,,,fatismw
@fawwazzs,1,,,fawwazzs
@fayaadbsa,1,,,fayaadbsa
@fchrnss,1,,,fchrnss
@febrianivr,1,,ekonomi dan bisnis,febrianivr
@febui2020amin,1,,,febui2020amin
@fersandip,1,,,fersandip
@feryandi,1,,sains dan teknologi,feryandi
@fewyen,1,,,fewyen
@fijarlaz,1,,,fijarlaz
@Fikriarmn,1,,,Fikriarmn
@fikriraden,1,jabodetabek,sains dan teknologi,fikriraden
@FirmansyahDanu2,1,,,FirmansyahDanu2
@fitrisgn_,1,,,fitrisgn_
@fkhrprdn,1,,sains dan teknologi,fkhrprdn
@fnndyy,1,,,fnndyy
@fredypasaud,1,,,fredypasaud
@frieskaJKT48,1,,hiburan,frieskaJKT48
@fsbimo,1,,,fsbimo
@Fuwafuw24284296,1,,,Fuwafuw24284296
@Gabryela_JKT48,1,,hiburan,Gabryela_JKT48
@Galuhsahid,1,jabodetabek,sains dan teknologi,Galuhsahid
@garanatura7,1,,ekonomi dan bisnis,garanatura7
@GaremFilter,1,,,GaremFilter
@gelshirani,1,,sains dan teknologi,gelshirani
@gempigempagempi,1,,,gempigempagempi
@gflyingcat,1,,,gflyingcat
@gibbbssss,1,sumatera,,gibbbssss
@gibrann24_,1,,,gibrann24_
@glendanggad,1,,,glendanggad
@greysitorus,1,jabodetabek,sains dan teknologi,greysitorus
@hanaadelia,1,,,hanaadelia
@hanarmdn,1,,,hanarmdn
@Hanjihan_,1,,,Hanjihan_
@harishmakarim,1,,,harishmakarim
@hasanahhnur3,1,,,hasanahhnur3
@HauriSilmi,1,,,HauriSilmi
@heartsavingmode,1,,,heartsavingmode
@hendralm,1,,hiburan,hendralm
@herbiyonayon,1,,,herbiyonayon
@herondalekece,1,,,herondalekece
@hestipurwadinata,1,,hiburan,hestipurwadinata
@higjeep,1,,,higjeep
@humairadzkia,1,,,humairadzkia
@hwulanayu,1,,,hwulanayu
@ibnusfirdaus_,1,,,ibnusfirdaus_
@ickhsandermawan,1,,,ickhsandermawan
@idiosyncratyc,1,,,idiosyncratyc
@iffahshrtn,1,,,iffahshrtn
@ignatiusmbs,1,,,ignatiusmbs
@IgnatiusRahardi,1,,,IgnatiusRahardi
@IHaristianto,1,,,IHaristianto
@ihwan_es,1,,,ihwan_es
@iihzzaah,1,,,iihzzaah
@IlhamNsh,1,,,IlhamNsh
@ilyasfahreza,1,,sosial kemasyarakatan,ilyasfahreza
@imamfakhrii,1,,,imamfakhrii
@imkiranafk,1,,,imkiranafk
@imyours15xx,1,,,imyours15xx
@indravb6,1,,,indravb6
@inikeybi,1,,,inikeybi
@iqbalperkasa,1,,sains dan teknologi,iqbalperkasa
@itsnandamn,1,,hiburan,itsnandamn
@ivanaairenee,1,,,ivanaairenee
@iyamrenzia,1,,hiburan,iyamrenzia
@IzzanFI,1,,sains dan teknologi,IzzanFI
@IzzatulM2004,1,,,IzzatulM2004
@japlalala,1,,,japlalala
@jessipertiwi,1,,,jessipertiwi
@jihadmjr,1,,sains dan teknologi,jihadmjr
@juliaribatubara,1,,sosial kemasyarakatan,juliaribatubara
@juy_indrii,1,,hiburan,juy_indrii
@k_fadle,1,,,k_fadle
@kakavalka,1,,sosial kemasyarakatan,kakavalka
@kartikaptrii,1,,,kartikaptrii
@kaylawess,1,,,kaylawess
@kepalamamas,1,,,kepalamamas
@keremicacing,1,,sosial kemasyarakatan,keremicacing
@keynekassapa13,1,,,keynekassapa13
@khalismld,1,,,khalismld
@khnxx5,1,,,khnxx5
@kimbrlyryder,1,,sains dan teknologi,kimbrlyryder
@kitkettt_,1,,,kitkettt_
@kittindust,1,,,kittindust
@lhapoyooo,1,,,lhapoyooo
@licacila_,1,,,licacila_
@lilaasfr,1,,,lilaasfr
@M_DesyJKT48,1,,hiburan,M_DesyJKT48
@madechandraku,1,,,madechandraku
@mailcool,1,,,mailcool
@manikmrgn,1,,,manikmrgn
@mariohehee,1,,,mariohehee
@marsha_mmp,1,,,marsha_mmp
@martinovela,1,,sains dan teknologi,martinovela
@masayuanastasia,1,,hiburan,masayuanastasia
@matiassriaditya,1,,ekonomi dan bisnis,matiassriaditya
@mbakbokkjoo,1,,,mbakbokkjoo
@MbaNana861015,1,,,MbaNana861015
@Mbuhmwwbal,1,,,Mbuhmwwbal
@Mengggzz,1,,,Mengggzz
@mfihsan,1,,,mfihsan
@misaelljonathan,1,,,misaelljonathan
@mochisyam,1,,,mochisyam
@mohimamsa,1,,,mohimamsa
@monatashaa,1,,,monatashaa
@mrifqyz,1,,,mrifqyz
@mrndmeidistira,1,,,mrndmeidistira
@MRomahurmuziy,1,,sosial kemasyarakatan,MRomahurmuziy
@mrzqnfachry,1,,,mrzqnfachry
@faradiila,1,,hiburan,faradiila
@muhammadzuhdiz,1,,,muhammadzuhdiz
@Murkoto,1,,sosial kemasyarakatan,Murkoto
@mynameispron,1,,,mynameispron
@n3glect,1,,,n3glect
@N_AurelJKT48,1,,hiburan,N_AurelJKT48
@nabilacahyarani,1,,,nabilacahyarani
@nabilaimamah,1,,,nabilaimamah
@NabilaLailiH,1,,,NabilaLailiH
@Nadila_JKT48,1,,hiburan,Nadila_JKT48
@nathanielladoo,1,,,nathanielladoo
@naufal_prtma,1,,,naufal_prtma
@neptunboo,1,,,neptunboo
@nikolasaaditya,1,,ekonomi dan bisnis,nikolasaaditya
@NindiAnndt,1,,,NindiAnndt
@nisaafrp,1,sumatera,sains dan teknologi,nisaafrp
@Nishains,1,,,Nishains
@nivotko,1,sumatera,pendidikan dan penelitian,nivotko
@notacarstairs,1,,,notacarstairs
@NovaWijaya94,1,,hiburan,NovaWijaya94
@NurmalitaR,1,,,NurmalitaR
@nvanonim,1,,,nvanonim
@ogtyaa,1,,,ogtyaa
@OpiniDin,1,,sosial kemasyarakatan,OpiniDin
@opqrizkah,1,,sosial kemasyarakatan,opqrizkah
@otwdi3,1,,,otwdi3
@oxfara,1,,kesehatan,oxfara
@pasyyaa,1,,,pasyyaa
@piasabani29,1,,,piasabani29
@piotatooo,1,,,piotatooo
@powerbubblegum,1,,,powerbubblegum
@prahhhhhh,1,,,prahhhhhh
@PrillyBie,1,,hiburan,PrillyBie
@putialika,1,,,putialika
@FiraNasta,1,,,FiraNasta
@r_oktav,1,,,r_oktav
@RA_NDY,1,,pendidikan dan penelitian,RA_NDY
@raditya_dhipta,1,,,raditya_dhipta
@fitaanggriani,1,,hiburan,fitaanggriani
@rafimorrr_,1,,,rafimorrr_
@rafizaladnan,1,,,rafizaladnan
@raflibangsawan0,1,,,raflibangsawan0
@raflyazmi,1,,,raflyazmi
@rahelaras,1,,,rahelaras
@rahmaarifa,1,,,rahmaarifa
@RaisaNabila16,1,,,RaisaNabila16
@randrezap,1,,ekonomi dan bisnis,randrezap
@ranianmd,1,,hiburan,ranianmd
@rasyidmihsan,1,,,rasyidmihsan
